offer_id,offer_type,status,expiration_reason,prop_id_original,prop_id_upgrade,original_adr,upgrade_list_adr,offer_adr,discount_pct,revenue_lift,guest_adults,stay_nights,days_to_arrival,email_opened,email_clicked,offer_booked,offer_expired
hist_85bebd3179b5,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,702.88,0.28,252.88,2,4,22,0,0,0,0
hist_198dcf5cb10b,original,ignored,,prop_odd9x1,prop_saud8h,220,250,242.72,0.24,22.72,4,10,54,0,0,0,0
hist_a67b114558ee,original,opened,,prop_xsf7c1,prop_08y3id,150,280,244.21,0.28,94.21,4,11,29,1,0,0,0
hist_0e57bd94501a,original,ignored,,prop_xsf7c1,prop_odd9x1,150,220,194.7,0.36,44.7,4,13,58,0,0,0,0
hist_50dd87353e3d,original,ignored,,prop_0f4a8i,prop_ohkebg,100,450,298.91,0.43,198.91,3,6,29,0,0,0,0
hist_6d9b5bb9cf16,original,ignored,,prop_odd9x1,prop_c88oq1,220,400,317.96,0.46,97.96,1,8,46,0,0,0,0
hist_e9210f9a2a95,original,opened,,prop_odd9x1,prop_saud8h,220,250,236.61,0.45,16.61,2,2,37,1,0,0,0
hist_1b281310c746,original,opened,,prop_saud8h,prop_g0ppb2,250,800,581.08,0.4,331.08,4,7,32,1,0,0,0
hist_78a96d3e27aa,original,ignored,,prop_0f4a8i,prop_ohkebg,100,450,304.72,0.42,204.72,2,7,6,0,0,0,0
hist_9ed9dc97cdf2,original,ignored,,prop_odd9x1,prop_g0ppb2,220,800,670.64,0.22,450.64,4,2,46,0,0,0,0
hist_afcf965a8de4,original,ignored,,prop_08y3id,prop_ohkebg,280,450,369.64,0.47,89.64,3,7,25,0,0,0,0
hist_9bd91ed5a44a,original,ignored,,prop_08y3id,prop_c88oq1,280,400,354.73,0.38,74.73,4,12,13,0,0,0,0
hist_424f4b23e81b,original,opened,,prop_0f4a8i,prop_3nrojh,100,120,110.39,0.48,10.39,1,10,18,1,0,0,0
hist_da9ed4004e93,original,ignored,,prop_saud8h,prop_ohkebg,250,450,392.38,0.29,142.38,2,2,1,0,0,0,0
hist_d01d5a4756e2,original,opened,,prop_3nrojh,prop_ohkebg,120,450,347.69,0.31,227.69,2,11,45,1,0,0,0
hist_dc00dcc446af,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,729.3,0.24,229.3,4,7,47,1,0,0,0
hist_606e61cedc02,original,ignored,,prop_8b867z,prop_ohkebg,350,450,410.86,0.39,60.86,4,5,37,0,0,0,0
hist_cda547d79c81,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,686.34,0.38,186.34,4,8,59,1,0,0,0
hist_2bb230db253d,original,ignored,,prop_xsf7c1,prop_c88oq1,150,400,293.13,0.43,143.13,1,11,35,0,0,0,0
hist_5aa4131fa5f5,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,689.76,0.37,189.76,1,10,11,0,0,0,0
hist_7105d1d6c42d,original,opened,,prop_3nrojh,prop_08y3id,120,280,233.42,0.29,113.42,3,2,43,1,0,0,0
hist_1e8dc6710668,original,opened,,prop_odd9x1,prop_8b867z,220,350,290.45,0.46,70.45,3,3,22,1,0,0,0
hist_012232e8357b,original,expired,reservation-started,prop_c88oq1,prop_g0ppb2,400,800,674.71,0.31,274.71,4,3,57,1,0,0,1
hist_32e3ab1e7a06,fallback,ignored,,prop_c88oq1,prop_wd9nox,400,500,462.5,0.37,62.5,4,3,57,0,0,0,0
hist_69d530a0e6a4,original,ignored,,prop_le1jwd,prop_wd9nox,180,500,369.03,0.41,189.03,4,8,38,0,0,0,0
hist_d625623cb44f,original,ignored,,prop_c88oq1,prop_g0ppb2,400,800,611.38,0.47,211.38,2,8,22,0,0,0,0
hist_4e3763dfa25c,original,ignored,,prop_08y3id,prop_ohkebg,280,450,393.77,0.33,113.77,4,12,20,0,0,0,0
hist_11834e4f364b,original,ignored,,prop_xsf7c1,prop_wd9nox,150,500,360.39,0.4,210.39,1,3,22,0,0,0,0
hist_355e8d538a57,original,ignored,,prop_saud8h,prop_g0ppb2,250,800,570.9,0.42,320.9,3,6,30,0,0,0,0
hist_61deb534ed6f,original,ignored,,prop_8b867z,prop_g0ppb2,350,800,614.47,0.41,264.47,3,10,58,0,0,0,0
hist_8bc35fa76e6a,original,ignored,,prop_c88oq1,prop_g0ppb2,400,800,703.38,0.24,303.38,2,8,12,0,0,0,0
hist_874ffb96fe43,original,ignored,,prop_c88oq1,prop_g0ppb2,400,800,715.91,0.21,315.91,4,4,50,0,0,0,0
hist_a7776fb522ed,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,627.27,0.49,177.27,3,2,60,0,0,0,0
hist_ca1d7d1ee0f9,original,ignored,,prop_ohkebg,prop_wd9nox,450,500,486.7,0.27,36.7,2,9,47,0,0,0,0
hist_7b1e0069668d,original,ignored,,prop_le1jwd,prop_08y3id,180,280,237.12,0.43,57.12,2,6,38,0,0,0,0
hist_bf32741c7def,original,ignored,,prop_8b867z,prop_c88oq1,350,400,375.02,0.5,25.02,3,14,49,0,0,0,0
hist_f2e8f1dd897d,original,ignored,,prop_08y3id,prop_g0ppb2,280,800,667.0,0.26,387.0,3,5,51,0,0,0,0
hist_5912f4a0db88,original,ignored,,prop_0f4a8i,prop_g0ppb2,100,800,617.04,0.26,517.04,2,14,57,0,0,0,0
hist_c88d1c966009,original,opened,,prop_ohkebg,prop_g0ppb2,450,800,667.64,0.38,217.64,4,3,22,1,0,0,0
hist_70287e483a15,original,ignored,,prop_xsf7c1,prop_saud8h,150,250,222.82,0.27,72.82,2,7,23,0,0,0,0
hist_e15ef61471cb,original,opened,,prop_ohkebg,prop_wd9nox,450,500,484.11,0.32,34.11,3,4,53,1,0,0,0
hist_f3ea6344ae12,original,opened,,prop_0f4a8i,prop_8b867z,100,350,247.63,0.41,147.63,4,9,20,1,0,0,0
hist_6745f3f3c170,original,expired,time-expired,prop_odd9x1,prop_c88oq1,220,400,337.7,0.35,117.7,2,11,53,1,0,0,1
hist_013fc066b43a,fallback,clicked,,prop_odd9x1,prop_saud8h,220,250,240.76,0.31,20.76,2,11,53,1,1,0,0
hist_82aa7d9222ce,original,purchased,,prop_8b867z,prop_g0ppb2,350,800,599.03,0.45,249.03,1,9,29,1,1,1,0
hist_3c4147819079,original,opened,,prop_3nrojh,prop_ohkebg,120,450,367.08,0.25,247.08,2,8,36,1,0,0,0
hist_72edefbd0644,original,opened,,prop_odd9x1,prop_ohkebg,220,450,370.66,0.34,150.66,2,9,20,1,0,0,0
hist_4e816801d34e,original,ignored,,prop_3nrojh,prop_saud8h,120,250,192.8,0.44,72.8,3,6,12,0,0,0,0
hist_3ac2118472b4,original,ignored,,prop_8b867z,prop_ohkebg,350,450,420.97,0.29,70.97,4,5,48,0,0,0,0
hist_d5ee7e317b80,original,ignored,,prop_le1jwd,prop_wd9nox,180,500,373.04,0.4,193.04,1,8,18,0,0,0,0
hist_6c090fabcb31,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,686.46,0.38,186.46,2,11,35,0,0,0,0
hist_c8c16f47441d,original,opened,,prop_08y3id,prop_g0ppb2,280,800,544.97,0.49,264.97,4,13,41,1,0,0,0
hist_be41be41c55e,original,opened,,prop_xsf7c1,prop_g0ppb2,150,800,496.71,0.47,346.71,4,2,27,1,0,0,0
hist_f3fefe8c63c2,original,clicked,,prop_xsf7c1,prop_le1jwd,150,180,165.1,0.5,15.1,2,4,4,1,1,0,0
hist_4a894b489d3e,original,expired,target-property-booked,prop_3nrojh,prop_saud8h,120,250,193.19,0.44,73.19,1,11,58,1,0,0,1
hist_ae9c6db85bcd,fallback,ignored,,prop_3nrojh,prop_08y3id,120,280,226.56,0.33,106.56,1,11,58,0,0,0,0
hist_fe0d18972ef0,original,ignored,,prop_3nrojh,prop_le1jwd,120,180,154.86,0.42,34.86,2,3,45,0,0,0,0
hist_5038a19db966,original,opened,,prop_saud8h,prop_8b867z,250,350,311.09,0.39,61.09,2,6,57,1,0,0,0
hist_29c8d58ec668,original,opened,,prop_saud8h,prop_c88oq1,250,400,353.29,0.31,103.29,2,7,45,1,0,0,0
hist_4f0fc655b834,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,738.82,0.2,238.82,4,6,14,0,0,0,0
hist_6a365c97d63c,original,clicked,,prop_8b867z,prop_c88oq1,350,400,382.12,0.36,32.12,2,6,13,1,1,0,0
hist_453e6175a2c0,original,ignored,,prop_saud8h,prop_8b867z,250,350,316.18,0.34,66.18,2,13,55,0,0,0,0
hist_e4043e4aab30,original,opened,,prop_c88oq1,prop_ohkebg,400,450,432.36,0.35,32.36,1,8,32,1,0,0,0
hist_99d55899bb57,original,ignored,,prop_saud8h,prop_08y3id,250,280,268.53,0.38,18.53,2,7,11,0,0,0,0
hist_2658165c95ec,original,ignored,,prop_ohkebg,prop_wd9nox,450,500,477.63,0.45,27.63,3,12,36,0,0,0,0
hist_211ac1543aae,original,opened,,prop_odd9x1,prop_g0ppb2,220,800,604.4,0.34,384.4,3,14,54,1,0,0,0
hist_ddb36fd55df2,original,opened,,prop_saud8h,prop_wd9nox,250,500,432.97,0.27,182.97,3,6,8,1,0,0,0
hist_dc9380e8436a,original,ignored,,prop_ohkebg,prop_wd9nox,450,500,486.72,0.27,36.72,2,14,47,0,0,0,0
hist_56d17170381f,original,ignored,,prop_c88oq1,prop_wd9nox,400,500,468.02,0.32,68.02,2,12,51,0,0,0,0
hist_719174c25160,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,666.45,0.45,166.45,3,2,1,1,0,0,0
hist_9b628ffddbfa,original,opened,,prop_3nrojh,prop_wd9nox,120,500,415.63,0.22,295.63,3,9,17,1,0,0,0
hist_c7c17fed2283,original,opened,,prop_ohkebg,prop_wd9nox,450,500,478.86,0.42,28.86,3,5,49,1,0,0,0
hist_df04b82daf12,original,ignored,,prop_08y3id,prop_c88oq1,280,400,348.59,0.43,68.59,1,9,4,0,0,0,0
hist_de0250f8d714,original,expired,target-property-booked,prop_xsf7c1,prop_wd9nox,150,500,392.51,0.31,242.51,4,11,49,1,0,0,1
hist_b7c5394fe6e7,fallback,opened,,prop_xsf7c1,prop_odd9x1,150,220,196.41,0.34,46.41,4,11,49,1,0,0,0
hist_210c078222d8,original,ignored,,prop_8b867z,prop_c88oq1,350,400,378.23,0.44,28.23,3,4,25,0,0,0,0
hist_6143dda04269,original,ignored,,prop_xsf7c1,prop_saud8h,150,250,227.44,0.23,77.44,1,9,31,0,0,0,0
hist_ed6128b6530f,original,ignored,,prop_0f4a8i,prop_saud8h,100,250,218.42,0.21,118.42,3,12,32,0,0,0,0
hist_39f187cad817,original,ignored,,prop_3nrojh,prop_ohkebg,120,450,297.95,0.46,177.95,4,3,8,0,0,0,0
hist_d6c4bb97fbe8,original,opened,,prop_3nrojh,prop_g0ppb2,120,800,547.34,0.37,427.34,4,12,38,1,0,0,0
hist_129f876296e6,original,ignored,,prop_odd9x1,prop_ohkebg,220,450,365.39,0.37,145.39,4,11,13,0,0,0,0
hist_bed8858a0f75,original,expired,target-property-booked,prop_c88oq1,prop_ohkebg,400,450,437.44,0.25,37.44,3,8,37,1,0,0,1
hist_e33df858033d,fallback,opened,,prop_c88oq1,prop_g0ppb2,400,800,649.98,0.38,249.98,3,8,37,1,0,0,0
hist_afbf7d8b4497,original,opened,,prop_le1jwd,prop_saud8h,180,250,227.29,0.32,47.29,2,3,29,1,0,0,0
hist_f00f8dc62bc0,original,ignored,,prop_xsf7c1,prop_08y3id,150,280,232.16,0.37,82.16,3,10,32,0,0,0,0
hist_b6c56f339894,original,opened,,prop_xsf7c1,prop_08y3id,150,280,218.07,0.48,68.07,1,11,5,1,0,0,0
hist_0ff7e39d2fda,original,ignored,,prop_0f4a8i,prop_wd9nox,100,500,308.51,0.48,208.51,1,13,33,0,0,0,0
hist_ff92dd5348a0,original,opened,,prop_0f4a8i,prop_wd9nox,100,500,333.62,0.42,233.62,4,11,22,1,0,0,0
hist_b05802901a43,original,ignored,,prop_odd9x1,prop_8b867z,220,350,311.27,0.3,91.27,2,8,14,0,0,0,0
hist_9e39444e016d,original,ignored,,prop_c88oq1,prop_ohkebg,400,450,427.8,0.44,27.8,4,8,50,0,0,0,0
hist_4b6c30d24777,original,clicked,,prop_3nrojh,prop_odd9x1,120,220,181.12,0.39,61.12,3,11,1,1,1,0,0
hist_039e54c15945,original,clicked,,prop_le1jwd,prop_8b867z,180,350,279.77,0.41,99.77,4,2,59,1,1,0,0
hist_4e3cdff1173e,original,opened,,prop_odd9x1,prop_wd9nox,220,500,399.63,0.36,179.63,3,11,50,1,0,0,0
hist_aedee52b1511,original,expired,target-property-booked,prop_wd9nox,prop_g0ppb2,500,800,721.6,0.26,221.6,2,3,26,1,0,0,1
hist_4929c4dcc24d,original,opened,,prop_3nrojh,prop_odd9x1,120,220,198.32,0.22,78.32,1,3,25,1,0,0,0
hist_875b45b69218,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,726.87,0.21,276.87,3,12,54,0,0,0,0
hist_0ea8b91fed14,original,opened,,prop_xsf7c1,prop_saud8h,150,250,207.45,0.43,57.45,3,11,14,1,0,0,0
hist_048a002a371a,original,opened,,prop_c88oq1,prop_g0ppb2,400,800,665.96,0.34,265.96,4,5,51,1,0,0,0
hist_cb86e78500b5,original,ignored,,prop_3nrojh,prop_odd9x1,120,220,197.49,0.23,77.49,1,13,3,0,0,0,0
hist_1357b09ad3a1,original,ignored,,prop_8b867z,prop_wd9nox,350,500,440.91,0.39,90.91,4,12,51,0,0,0,0
hist_a8d068293cfe,original,ignored,,prop_3nrojh,prop_08y3id,120,280,236.73,0.27,116.73,4,8,51,0,0,0,0
hist_550c85b31fc1,original,expired,reservation-cancelled,prop_c88oq1,prop_g0ppb2,400,800,672.66,0.32,272.66,3,14,32,1,0,0,1
hist_9b4f8621f657,fallback,ignored,,prop_c88oq1,prop_wd9nox,400,500,459.08,0.41,59.08,3,14,32,0,0,0,0
hist_f0456e2700c6,original,ignored,,prop_xsf7c1,prop_ohkebg,150,450,355.61,0.31,205.61,4,10,54,0,0,0,0
hist_959313fbe863,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,697.0,0.34,197.0,3,11,42,1,0,0,0
hist_2861644e5879,original,ignored,,prop_saud8h,prop_wd9nox,250,500,388.99,0.44,138.99,4,4,14,0,0,0,0
hist_59da984226a0,original,expired,reservation-cancelled,prop_08y3id,prop_8b867z,280,350,331.62,0.26,51.62,3,7,18,1,0,0,1
hist_74f7ff71e93c,fallback,opened,,prop_08y3id,prop_ohkebg,280,450,369.45,0.47,89.45,3,7,18,1,0,0,0
hist_b4778648975c,original,ignored,,prop_c88oq1,prop_ohkebg,400,450,428.81,0.42,28.81,2,4,38,0,0,0,0
hist_1b1e3345017a,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,642.0,0.45,192.0,1,8,16,0,0,0,0
hist_454bfd850aa1,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,729.76,0.23,229.76,4,7,10,1,0,0,0
hist_b5c70d98fbf3,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,665.28,0.38,215.28,2,2,14,0,0,0,0
hist_96c7d55eeedf,original,opened,,prop_0f4a8i,prop_odd9x1,100,220,176.8,0.36,76.8,1,10,14,1,0,0,0
hist_35c45e905bde,original,ignored,,prop_odd9x1,prop_c88oq1,220,400,320.68,0.44,100.68,2,11,53,0,0,0,0
hist_b598daeef1df,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,713.1,0.29,213.1,4,10,8,0,0,0,0
hist_9bcf2374d7c2,original,ignored,,prop_xsf7c1,prop_g0ppb2,150,800,569.97,0.35,419.97,2,13,41,0,0,0,0
hist_f93f3971866c,original,ignored,,prop_saud8h,prop_wd9nox,250,500,401.0,0.4,151.0,3,4,48,0,0,0,0
hist_0a8438f36357,original,opened,,prop_8b867z,prop_ohkebg,350,450,424.65,0.25,74.65,2,8,13,1,0,0,0
hist_eec4643d9f3c,original,ignored,,prop_saud8h,prop_08y3id,250,280,265.24,0.49,15.24,4,13,7,0,0,0,0
hist_45f01644cd2f,original,opened,,prop_08y3id,prop_g0ppb2,280,800,611.44,0.36,331.44,4,13,57,1,0,0,0
hist_d3522a14a235,original,opened,,prop_ohkebg,prop_wd9nox,450,500,479.29,0.41,29.29,4,10,56,1,0,0,0
hist_76680adc1bd8,original,ignored,,prop_saud8h,prop_ohkebg,250,450,408.56,0.21,158.56,4,4,5,0,0,0,0
hist_c287120c9f30,original,ignored,,prop_3nrojh,prop_saud8h,120,250,200.42,0.38,80.42,1,14,25,0,0,0,0
hist_ba1c5709389f,original,opened,,prop_08y3id,prop_8b867z,280,350,315.7,0.49,35.7,3,12,21,1,0,0,0
hist_8e83b88b2598,original,opened,,prop_8b867z,prop_c88oq1,350,400,386.84,0.26,36.84,3,14,25,1,0,0,0
hist_98d5aa953c03,original,opened,,prop_le1jwd,prop_g0ppb2,180,800,649.01,0.24,469.01,3,6,36,1,0,0,0
hist_904117cff2a0,original,ignored,,prop_08y3id,prop_g0ppb2,280,800,583.68,0.42,303.68,3,2,51,0,0,0,0
hist_830b5691c7b7,original,ignored,,prop_saud8h,prop_08y3id,250,280,268.93,0.37,18.93,4,3,1,0,0,0,0
hist_8c49e572df6f,original,opened,,prop_xsf7c1,prop_saud8h,150,250,210.33,0.4,60.33,2,10,55,1,0,0,0
hist_97a55cf68dc3,original,clicked,,prop_saud8h,prop_wd9nox,250,500,447.56,0.21,197.56,2,11,4,1,1,0,0
hist_a8abad992e91,original,ignored,,prop_08y3id,prop_8b867z,280,350,328.27,0.31,48.27,2,5,58,0,0,0,0
hist_5eb1e76c212a,original,clicked,,prop_saud8h,prop_ohkebg,250,450,408.79,0.21,158.79,3,2,55,1,1,0,0
hist_07d0ffae627b,original,ignored,,prop_xsf7c1,prop_8b867z,150,350,306.1,0.22,156.1,1,2,59,0,0,0,0
hist_6e1d71126b13,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,674.06,0.42,174.06,1,2,27,0,0,0,0
hist_a081a814b9ed,original,ignored,,prop_xsf7c1,prop_saud8h,150,250,201.85,0.48,51.85,3,8,58,0,0,0,0
hist_8cba9c2a2b11,original,opened,,prop_odd9x1,prop_saud8h,220,250,237.28,0.42,17.28,2,13,27,1,0,0,0
hist_129a98df1bfb,original,opened,,prop_0f4a8i,prop_08y3id,100,280,238.63,0.23,138.63,3,6,22,1,0,0,0
hist_c6edb3a38348,original,ignored,,prop_saud8h,prop_ohkebg,250,450,374.18,0.38,124.18,1,7,46,0,0,0,0
hist_dd8e7e7062f8,original,opened,,prop_3nrojh,prop_le1jwd,120,180,164.87,0.25,44.87,4,10,52,1,0,0,0
hist_ba5c6aad4535,original,opened,,prop_le1jwd,prop_g0ppb2,180,800,596.91,0.33,416.91,4,9,10,1,0,0,0
hist_1a6569dd27ba,original,expired,reservation-started,prop_c88oq1,prop_ohkebg,400,450,433.29,0.33,33.29,4,6,6,1,0,0,1
hist_afd712469cb4,fallback,ignored,,prop_c88oq1,prop_g0ppb2,400,800,687.84,0.28,287.84,4,6,6,0,0,0,0
hist_c0cddc332af0,original,ignored,,prop_0f4a8i,prop_xsf7c1,100,150,129.18,0.42,29.18,2,11,23,0,0,0,0
hist_893e356b6829,original,ignored,,prop_0f4a8i,prop_g0ppb2,100,800,468.0,0.47,368.0,4,4,52,0,0,0,0
hist_d89f75d0aa02,original,clicked,,prop_odd9x1,prop_8b867z,220,350,317.06,0.25,97.06,3,6,21,1,1,0,0
hist_c820d87f41dc,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,683.48,0.39,183.48,2,6,29,0,0,0,0
hist_2631a49318ab,original,expired,target-property-booked,prop_ohkebg,prop_wd9nox,450,500,481.04,0.38,31.04,2,11,7,1,0,0,1
hist_ee8773b644e2,fallback,ignored,,prop_ohkebg,prop_g0ppb2,450,800,694.4,0.3,244.4,2,11,7,0,0,0,0
hist_85ca5cf4d938,original,ignored,,prop_odd9x1,prop_wd9nox,220,500,379.43,0.43,159.43,2,12,53,0,0,0,0
hist_d72f9bcb3016,original,ignored,,prop_c88oq1,prop_ohkebg,400,450,430.74,0.39,30.74,1,3,16,0,0,0,0
hist_3fd33f0aa02a,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,727.76,0.21,277.76,3,8,36,0,0,0,0
hist_1c96a78e6376,original,ignored,,prop_saud8h,prop_08y3id,250,280,269.48,0.35,19.48,1,13,52,0,0,0,0
hist_59b5082ccc34,original,ignored,,prop_ohkebg,prop_wd9nox,450,500,481.62,0.37,31.62,4,6,9,0,0,0,0
hist_6c265125205b,original,ignored,,prop_3nrojh,prop_le1jwd,120,180,165.23,0.25,45.23,3,6,14,0,0,0,0
hist_cf6546c45f58,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,709.75,0.3,209.75,4,7,16,0,0,0,0
hist_d3761fff12b2,original,ignored,,prop_le1jwd,prop_8b867z,180,350,291.36,0.34,111.36,4,11,7,0,0,0,0
hist_3549f0e8eac6,original,ignored,,prop_ohkebg,prop_wd9nox,450,500,483.3,0.33,33.3,1,2,9,0,0,0,0
hist_1ef85963c0c1,original,opened,,prop_odd9x1,prop_ohkebg,220,450,390.94,0.26,170.94,1,3,9,1,0,0,0
hist_94d06183604b,original,opened,,prop_c88oq1,prop_ohkebg,400,450,439.41,0.21,39.41,3,5,33,1,0,0,0
hist_dbbbc9bb5e05,original,opened,,prop_ohkebg,prop_wd9nox,450,500,488.22,0.24,38.22,3,14,8,1,0,0,0
hist_29cb90d0c894,original,opened,,prop_odd9x1,prop_wd9nox,220,500,407.88,0.33,187.88,4,13,17,1,0,0,0
hist_73e21735349e,original,opened,,prop_saud8h,prop_g0ppb2,250,800,688.36,0.2,438.36,2,2,33,1,0,0,0
hist_44768b213efe,original,ignored,,prop_le1jwd,prop_wd9nox,180,500,422.58,0.24,242.58,2,7,8,0,0,0,0
hist_f78fca2505f7,original,clicked,,prop_odd9x1,prop_c88oq1,220,400,357.25,0.24,137.25,2,7,36,1,1,0,0
hist_ea9c6d8e4057,original,clicked,,prop_3nrojh,prop_8b867z,120,350,262.37,0.38,142.37,3,3,36,1,1,0,0
hist_db89f4424f63,original,ignored,,prop_saud8h,prop_g0ppb2,250,800,544.33,0.46,294.33,4,7,35,0,0,0,0
hist_9265eb2a13c2,original,opened,,prop_8b867z,prop_c88oq1,350,400,385.26,0.29,35.26,3,3,41,1,0,0,0
hist_aeadb01a3390,original,ignored,,prop_odd9x1,prop_8b867z,220,350,322.84,0.21,102.84,1,14,21,0,0,0,0
hist_4f00bf0a5b72,original,ignored,,prop_le1jwd,prop_wd9nox,180,500,372.25,0.4,192.25,1,10,30,0,0,0,0
hist_301adc0ea6c5,original,ignored,,prop_0f4a8i,prop_saud8h,100,250,203.49,0.31,103.49,1,7,39,0,0,0,0
hist_80502a376e44,original,opened,,prop_xsf7c1,prop_g0ppb2,150,800,511.43,0.44,361.43,2,6,15,1,0,0,0
hist_5d58e3c5caa5,original,opened,,prop_0f4a8i,prop_le1jwd,100,180,156.19,0.3,56.19,4,14,17,1,0,0,0
hist_dda0fa0f30da,original,opened,,prop_8b867z,prop_ohkebg,350,450,403.87,0.46,53.87,1,12,27,1,0,0,0
hist_d5310345ae36,original,ignored,,prop_xsf7c1,prop_g0ppb2,150,800,502.67,0.46,352.67,3,7,5,0,0,0,0
hist_607b25e14dd1,original,ignored,,prop_odd9x1,prop_saud8h,220,250,243.3,0.22,23.3,1,10,55,0,0,0,0
hist_767ee98b3851,original,ignored,,prop_c88oq1,prop_ohkebg,400,450,439.0,0.22,39.0,1,12,20,0,0,0,0
hist_cf9a3a539075,original,ignored,,prop_8b867z,prop_wd9nox,350,500,446.45,0.36,96.45,3,12,5,0,0,0,0
hist_ff48e004cba2,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,717.16,0.28,217.16,1,14,33,0,0,0,0
hist_f094e605d687,original,opened,,prop_saud8h,prop_8b867z,250,350,325.5,0.24,75.5,2,8,37,1,0,0,0
hist_f91dd8b5b771,original,opened,,prop_0f4a8i,prop_wd9nox,100,500,366.76,0.33,266.76,2,12,8,1,0,0,0
hist_60243ba699f7,original,opened,,prop_odd9x1,prop_g0ppb2,220,800,555.37,0.42,335.37,2,4,36,1,0,0,0
hist_52b16b2f80d2,original,opened,,prop_xsf7c1,prop_8b867z,150,350,288.94,0.31,138.94,1,5,41,1,0,0,0
hist_7cbbf4c247b1,original,opened,,prop_08y3id,prop_g0ppb2,280,800,659.26,0.27,379.26,3,14,44,1,0,0,0
hist_fc234494311a,original,ignored,,prop_08y3id,prop_g0ppb2,280,800,668.6,0.25,388.6,1,3,37,0,0,0,0
hist_f61828c95e39,original,opened,,prop_8b867z,prop_ohkebg,350,450,405.49,0.45,55.49,3,9,40,1,0,0,0
hist_3c8c65e464a1,original,opened,,prop_odd9x1,prop_saud8h,220,250,238.46,0.38,18.46,4,14,20,1,0,0,0
hist_ff65b42658ae,original,ignored,,prop_3nrojh,prop_saud8h,120,250,193.15,0.44,73.15,2,11,3,0,0,0,0
hist_6bbe2713914c,original,opened,,prop_saud8h,prop_wd9nox,250,500,409.8,0.36,159.8,1,12,11,1,0,0,0
hist_86ccab494ced,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,657.81,0.47,157.81,4,11,45,0,0,0,0
hist_2c7b352b3598,original,ignored,,prop_3nrojh,prop_wd9nox,120,500,376.33,0.33,256.33,2,8,27,0,0,0,0
hist_1319a7095875,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,640.62,0.46,190.62,1,12,24,0,0,0,0
hist_67e0fd2d264f,original,ignored,,prop_8b867z,prop_ohkebg,350,450,424.86,0.25,74.86,1,3,48,0,0,0,0
hist_38d29c194886,original,clicked,,prop_3nrojh,prop_wd9nox,120,500,358.71,0.37,238.71,2,10,32,1,1,0,0
hist_14a98a70de39,original,opened,,prop_c88oq1,prop_wd9nox,400,500,466.23,0.34,66.23,4,5,19,1,0,0,0
hist_bea381a19d06,original,clicked,,prop_3nrojh,prop_08y3id,120,280,234.94,0.28,114.94,1,3,23,1,1,0,0
hist_3eefc71ca00d,original,opened,,prop_saud8h,prop_08y3id,250,280,265.41,0.49,15.41,3,3,51,1,0,0,0
hist_33f49b0a85b5,original,opened,,prop_xsf7c1,prop_8b867z,150,350,267.44,0.41,117.44,2,4,60,1,0,0,0
hist_2dce5004de0f,original,opened,,prop_c88oq1,prop_wd9nox,400,500,479.65,0.2,79.65,4,4,42,1,0,0,0
hist_de929f775132,original,opened,,prop_c88oq1,prop_wd9nox,400,500,477.34,0.23,77.34,1,12,23,1,0,0,0
hist_6c926da56ad9,original,ignored,,prop_08y3id,prop_c88oq1,280,400,348.08,0.43,68.08,2,3,15,0,0,0,0
hist_180a11bd32a2,original,opened,,prop_xsf7c1,prop_saud8h,150,250,213.17,0.37,63.17,3,7,4,1,0,0,0
hist_cc02280cd295,original,ignored,,prop_3nrojh,prop_xsf7c1,120,150,140.8,0.31,20.8,4,11,46,0,0,0,0
hist_bdcc853d5cba,original,expired,reservation-started,prop_3nrojh,prop_08y3id,120,280,235.99,0.28,115.99,2,4,28,1,0,0,1
hist_14d7c8f1eaca,fallback,opened,,prop_3nrojh,prop_odd9x1,120,220,195.68,0.24,75.68,2,4,28,1,0,0,0
hist_a0c3e9b049dd,original,opened,,prop_3nrojh,prop_c88oq1,120,400,343.56,0.2,223.56,4,5,20,1,0,0,0
hist_2012b36b1042,original,opened,,prop_3nrojh,prop_08y3id,120,280,234.17,0.29,114.17,2,12,13,1,0,0,0
hist_01b12350bdf2,original,expired,target-property-booked,prop_8b867z,prop_g0ppb2,350,800,698.55,0.23,348.55,3,5,33,1,0,0,1
